scenario_id,arrival_rate_mean,res_Clerk_amount,res_Clerk_cost,res_Credit_Officer_amount,res_Credit_Officer_cost,res_System_amount,res_System_cost,el_sid-4B24111F-B305-4608-9E12-744B47C44D0D_duration,el_sid-D048D99D-F549-43B8-8ACB-5AE153B12B0F_duration,el_sid-3744BAA1-9382-4FAB-B7FE-B6A333F10D25_duration,el_sid-622A1118-4766-43B2-A004-7DADE521982D_duration,el_sid-02577CBF-ABA3-4EFD-9480-E1DFCF238B1C_duration,el_sid-503A048D-6344-446A-8D67-172B164CF8FA_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
376,1452.6,11,15.04,9,31.17,1,0.01,48.93,71.27,0.01,28.05,194.16,55.81,12273.103361521558,17024.047849030536,33418.15698596974,9,True,True,True,True
378,1615.88,10,17.6,3,20.74,1,0.01,144.7,105.43,0.01,146.56,249.04,93.13,13640.995488620396,18438.406254232053,35314.37844058462,7,True,True,True,True
379,1712.59,7,16.52,8,61.16,1,0.01,27.77,216.83,0.01,124.99,289.29,26.61,29886.370906850818,17594.287235322994,33973.85791559665,6,True,True,True,True
377,1167.93,2,21.94,5,42.15,2,0.01,58.46,167.58,0.01,113.96,236.99,55.6,29338.645918622264,21410.544676348207,39508.64983170573,5,True,True,True,True
366,857.95,4,11.35,8,73.06,1,0.01,127.75,276.38,0.01,71.6,113.7,108.77,35412.48319486942,25511.90229678204,44325.889888769736,7,True,True,True,True
381,2053.71,9,56.74,12,82.58,2,0.01,79.19,294.33,0.01,108.53,131.96,86.08,35499.18369801794,17357.088641651386,33570.37855319337,10,True,True,True,True
382,1079.44,12,53.17,7,108.41,1,0.01,41.05,278.0,0.01,46.86,258.86,63.57,91776.83500141704,17787.639437804824,34121.16013836291,5,True,True,True,True
384,1409.58,4,43.55,12,108.16,1,0.01,26.58,167.34,0.01,123.31,279.16,55.18,64202.83643753377,17742.927343467472,34037.80789930571,5,True,True,True,True
380,991.52,10,44.83,2,117.84,1,0.01,90.01,65.23,0.01,58.36,181.85,133.72,65255.93510448269,20425.032902836672,38047.245031969,7,True,True,True,True
374,817.2,5,23.86,8,120.55,1,0.01,133.0,293.74,0.01,64.02,110.25,122.31,66450.40148570157,22070.331502243196,40262.38477641702,5,True,True,True,True
383,669.97,11,53.35,10,101.11,1,0.01,47.74,135.93,0.01,84.74,51.72,102.45,54254.03066794126,17251.168351503933,33713.92902913699,5,True,True,True,True
385,1181.77,10,19.06,8,110.76,2,0.01,135.13,209.92,0.01,38.17,261.37,112.01,66929.15008395551,17883.571385047497,34345.733999853466,5,True,True,True,True
387,1239.2,6,33.86,6,107.89,1,0.01,136.94,143.66,0.01,63.61,240.06,86.12,64342.58553112358,18121.643097446,34770.02221258451,5,True,True,True,True
386,1018.62,12,50.7,6,91.85,2,0.01,118.7,145.07,0.01,47.13,205.18,61.65,70760.89178772866,17514.486878033924,33979.67339816238,6,True,True,True,True
390,1742.02,2,48.55,12,72.45,2,0.01,142.06,128.58,0.01,61.49,95.81,59.29,25752.897457421663,20110.745406124257,37815.101437332705,5,True,True,True,True
388,946.18,4,51.6,11,41.56,1,0.01,115.41,61.42,0.01,102.99,87.85,62.07,30705.381664136832,17955.35225587463,34661.93389822447,6,True,True,True,True
394,2030.45,9,36.84,2,94.52,1,0.01,50.31,51.13,0.01,60.13,91.78,82.28,14402.428002013523,17302.66646373625,34056.012848700615,5,True,True,True,True
393,1284.76,5,52.61,5,32.64,1,0.01,98.66,116.06,0.01,125.89,276.78,31.73,35699.67446961721,18156.398522215906,34799.21317768782,5,True,True,True,True
392,1052.91,6,57.98,6,40.22,1,0.01,102.39,249.66,0.01,138.68,295.43,61.38,68405.7292069268,19187.052443331624,36055.14650616906,5,True,True,True,True
396,1288.19,6,51.75,4,33.95,2,0.01,55.57,138.61,0.01,95.0,189.73,54.72,28333.54558134407,17709.96888337785,34269.71600533779,5,True,True,True,True
398,2050.37,8,33.89,7,78.41,1,0.01,50.71,58.18,0.01,106.61,189.52,46.16,21491.494154023287,17090.95115990612,33545.948753741795,9,True,True,True,True
397,1371.87,12,37.98,10,51.82,1,0.01,60.89,279.52,0.01,30.13,63.95,138.26,25742.63100115494,17384.633652452514,33753.28041542193,6,True,True,True,True
362,853.62,3,21.09,8,29.24,2,0.01,132.27,277.78,0.01,63.22,117.14,81.35,31100.420384665173,40125.01503474408,63120.38514009018,11,True,True,True,True
395,730.58,10,56.76,9,69.29,2,0.01,147.09,98.13,0.01,102.61,251.12,53.93,96897.68001700267,18093.7021785186,34758.846149611025,5,True,True,True,True
389,617.45,9,32.08,7,89.4,2,0.01,25.58,243.01,0.01,124.8,288.55,38.49,129605.38055899902,19544.485184721147,36643.129623704976,5,True,True,True,True
399,1826.36,2,39.69,9,71.3,2,0.01,38.68,181.3,0.01,75.55,120.08,54.16,21666.465363441504,18979.579839429483,36080.766252586254,9,True,True,True,True
401,1848.09,4,13.06,6,109.72,2,0.01,128.71,258.56,0.01,55.57,261.64,139.0,41320.286622282525,18803.843495914443,35517.88566425163,8,True,True,True,True
404,1145.23,8,25.98,6,78.45,1,0.01,27.82,167.21,0.01,39.68,97.24,137.02,25299.33905929516,17168.375284977355,33450.55611816294,6,True,True,True,True
400,958.38,5,61.31,8,60.07,1,0.01,77.87,138.86,0.01,97.8,141.12,30.15,51631.9882035651,18142.479538958232,34943.9418055911,6,True,True,True,True
405,2197.76,4,46.6,4,112.5,2,0.01,46.92,187.18,0.01,25.65,192.38,135.45,32633.387857319347,17622.645218384918,33995.457218391064,8,True,True,True,True
402,1076.64,3,22.69,11,53.06,2,0.01,43.65,234.36,0.01,94.0,261.96,118.8,42729.539149555305,20819.359557632666,38455.89624704005,6,True,True,True,True
409,1158.45,8,10.55,5,111.53,2,0.01,66.39,296.82,0.01,144.7,225.35,83.29,60916.92198690302,18454.563937741663,35009.77586343945,5,True,True,True,True
408,1678.25,2,21.07,4,22.13,1,0.01,107.74,213.63,0.01,65.74,295.55,92.43,17582.447375988446,21626.100502584304,39456.07103384798,11,True,True,True,True
391,608.86,3,38.85,12,103.93,2,0.01,97.69,176.12,0.01,102.38,285.04,139.46,151246.35193952007,37404.869831557546,59283.04448912673,5,True,True,True,True
407,887.87,9,61.55,4,72.03,1,0.01,105.91,258.39,0.01,78.11,233.15,143.36,98708.15683384315,19307.792733471044,36178.19088975164,5,True,True,True,True
412,1862.81,7,18.51,7,31.24,2,0.01,103.69,55.49,0.01,57.03,236.63,109.19,12457.44599394078,17169.40873815487,33475.227154178836,10,True,True,True,True
410,1420.95,12,54.86,11,67.55,2,0.01,127.49,154.96,0.01,107.11,95.63,113.07,35257.94907686618,16964.05818688361,33153.983189435996,8,True,True,True,True
414,1400.7,6,38.91,8,73.26,1,0.01,131.54,195.34,0.01,62.7,76.71,28.6,29505.403609172798,17906.796553143853,34655.31648497035,5,True,True,True,True
415,1984.8,8,53.93,10,78.04,1,0.01,116.46,272.8,0.01,95.21,95.23,87.38,32328.14751743637,17419.98263323888,33706.401478876076,7,True,True,True,True
417,2315.06,3,52.52,6,61.56,1,0.01,147.77,247.88,0.01,78.86,153.82,111.38,29227.70773494899,19250.494850543593,36447.05578260976,7,True,True,True,True
413,683.2,7,11.69,7,28.24,2,0.01,41.76,99.76,0.01,41.75,298.88,110.01,32782.49640899258,18559.980939784284,35373.58682960433,5,True,True,True,True
419,2355.52,11,34.51,10,36.52,2,0.01,121.72,135.67,0.01,100.57,233.94,45.99,16855.303822236583,16982.156987643033,33103.93855978948,5,True,True,True,True
420,1999.37,3,61.94,12,63.14,1,0.01,26.42,173.4,0.01,35.47,137.47,137.15,23209.682448697746,17847.372290735213,34459.16154277661,5,True,True,True,True
418,1174.61,5,21.76,12,51.11,2,0.01,114.9,284.91,0.01,42.49,255.61,119.27,40981.11304885596,19718.94156817983,36841.71237488448,7,True,True,True,True
403,919.69,2,24.55,12,113.91,1,0.01,145.28,268.85,0.01,58.69,232.68,69.93,91010.85522131603,87388.48496200069,124612.45482168358,5,True,True,True,True
422,1713.96,3,31.83,9,45.49,1,0.01,36.84,243.26,0.01,140.07,249.71,146.51,27263.693785837095,18895.16229499964,35622.45693550111,6,True,True,True,True
423,1678.56,7,60.62,8,75.44,1,0.01,114.61,282.4,0.01,75.5,183.76,104.32,50183.63052287083,17965.812017484262,34406.307063801774,6,True,True,True,True
406,732.26,10,61.48,2,71.29,1,0.01,149.52,274.19,0.01,75.22,182.07,54.51,117909.18318251899,28844.302112396537,46907.20022045865,8,True,True,True,True
416,604.03,9,23.2,7,82.24,2,0.01,81.32,244.37,0.01,68.39,183.01,87.79,85546.8234788322,19069.47899366138,36013.49659059908,5,True,True,True,True
426,1573.61,11,15.47,3,57.52,1,0.01,95.41,247.32,0.01,64.0,90.63,119.31,15415.855039260598,17519.084311473653,34027.9529684545,5,True,True,True,True
424,1939.99,2,24.38,4,103.2,2,0.01,127.17,143.3,0.01,100.5,63.05,115.95,16861.498948356668,19514.669017349595,36903.22918119906,7,True,True,True,True
428,1748.83,4,42.48,8,53.11,2,0.01,135.62,74.78,0.01,133.84,78.86,40.8,17663.674810280496,17413.377617073693,33967.13691542612,7,True,True,True,True
427,1583.15,6,51.29,12,89.6,2,0.01,83.37,252.13,0.01,28.09,223.73,50.99,51457.457807664985,17986.46072309525,34502.481405806786,5,True,True,True,True
430,1946.64,4,61.24,9,102.96,2,0.01,42.02,253.56,0.01,145.68,239.15,97.55,51232.024753287056,18128.816111183725,34575.099759027435,8,True,True,True,True
429,1593.68,11,46.3,2,113.56,2,0.01,143.46,49.75,0.01,94.99,257.89,34.67,55403.48804881253,19762.873827415293,37195.97928366172,7,True,True,True,True
421,928.07,5,24.19,4,107.94,1,0.01,135.83,278.17,0.01,103.26,278.99,66.56,99981.0075624975,22420.62659597015,40258.81133085745,8,True,True,True,True
433,1265.57,4,22.91,8,103.89,2,0.01,61.9,184.34,0.01,133.89,69.16,108.68,26755.168900600554,18163.301858787006,34836.447277532694,5,True,True,True,True
432,1784.96,2,15.91,8,99.06,2,0.01,48.54,222.65,0.01,52.41,285.69,55.14,41383.42780991451,20304.40023093968,37836.25852018709,7,True,True,True,True
431,704.13,9,39.22,11,78.92,1,0.01,76.37,94.82,0.01,136.95,250.97,46.31,88623.03933102386,17771.26227794129,34422.219229025315,5,True,True,True,True
411,810.79,3,62.37,11,98.87,1,0.01,122.2,299.29,0.01,67.95,187.11,104.37,122303.81382159026,46624.03438969224,71605.26112127409,7,True,True,True,True
435,1974.32,10,20.58,6,72.0,2,0.01,116.06,202.16,0.01,84.67,100.72,29.74,16540.69876495889,17420.263088386364,34098.09215515661,7,True,True,True,True
434,1018.58,8,15.5,9,70.86,1,0.01,52.59,155.28,0.01,50.75,64.07,126.39,18167.921727715595,17242.558741334942,33580.628426196614,5,True,True,True,True
439,2349.14,9,58.53,8,84.52,2,0.01,59.64,207.05,0.01,80.87,88.33,100.43,22253.864658366365,17086.27428218735,33391.27560795805,5,True,True,True,True
438,2146.31,8,48.72,9,109.26,2,0.01,91.0,234.68,0.01,66.09,123.42,64.33,31103.32801576518,17271.441760329773,33584.269391275455,6,True,True,True,True
436,1060.21,7,16.54,6,116.5,2,0.01,66.93,181.91,0.01,132.86,213.03,144.3,66313.35459297232,18178.928488181224,34831.97558566336,5,True,True,True,True
440,2357.06,12,29.57,2,105.65,2,0.01,49.46,243.23,0.01,64.4,237.97,25.04,32131.731380122157,18470.40833419447,35401.10337358448,9,True,True,True,True
437,1045.79,3,31.41,10,117.11,1,0.01,110.92,147.31,0.01,140.93,132.92,39.97,56848.946423065776,20277.44879053909,37901.11994910046,5,True,True,True,True
441,969.11,3,39.37,8,116.31,2,0.01,110.2,48.13,0.01,107.35,239.17,85.25,82588.97566033373,18855.34833351158,35875.36479219893,5,True,True,True,True
442,1372.22,8,15.18,10,50.19,2,0.01,134.33,297.02,0.01,44.36,73.28,145.56,16810.92988205141,17979.67002803435,34446.79268444182,6,True,True,True,True
444,2083.66,8,47.01,3,107.89,1,0.01,26.0,144.87,0.01,123.66,268.81,47.09,42386.33933112356,18012.27618047724,34701.462860037616,7,True,True,True,True
446,1913.77,2,29.66,10,28.91,1,0.01,84.84,70.29,0.01,105.6,260.67,119.58,14500.47832661813,17955.60890326243,34397.639570975676,5,True,True,True,True
449,2200.48,4,61.6,3,24.61,1,0.01,81.11,78.34,0.01,86.68,92.31,123.96,12204.458759844918,17102.628447674775,33521.8577596888,8,True,True,True,True
445,1545.7,8,47.86,2,70.0,2,0.01,143.92,256.11,0.01,41.78,271.84,129.19,54458.65065679556,20233.080460931425,37339.41939774823,5,True,True,True,True
447,1750.53,4,31.06,9,93.43,2,0.01,135.81,298.88,0.01,139.31,192.65,110.24,42362.93861480399,19430.936740057594,36486.84354029456,5,True,True,True,True
452,2327.32,5,51.53,2,77.39,1,0.01,53.26,131.86,0.01,80.01,74.19,36.8,15263.169599335492,17011.484876505263,33407.695970528745,8,True,True,True,True
450,1486.25,12,56.43,2,34.51,1,0.01,137.29,112.0,0.01,135.31,176.72,94.94,30413.26915815932,18912.45482545722,36118.452225187204,7,True,True,True,True
451,1322.94,5,57.95,4,100.8,2,0.01,46.3,76.09,0.01,88.42,228.72,54.31,52365.275997645665,17972.593515950364,34815.27080579899,7,True,True,True,True
443,717.6,12,46.03,6,105.48,2,0.01,80.42,250.81,0.01,31.5,61.78,80.43,67216.74978819556,17950.282459769944,34629.60181131829,5,True,True,True,True
455,1335.45,6,12.21,12,124.87,2,0.01,24.32,206.98,0.01,71.78,165.05,125.6,41806.672748527475,17515.84089752653,33798.16270054596,5,True,True,True,True
453,933.37,8,33.93,6,110.14,2,0.01,83.76,115.68,0.01,135.62,217.25,90.29,78673.33443907756,17841.481209884158,34430.77056534584,5,True,True,True,True
456,1445.41,7,16.51,6,99.26,2,0.01,62.34,248.61,0.01,147.81,107.65,94.23,28110.693663028866,17799.419146970835,34325.44589404729,5,True,True,True,True
454,803.22,12,24.53,7,35.09,1,0.01,113.19,97.95,0.01,59.47,79.22,44.22,22444.773573605376,17137.824049866485,33616.79596892037,5,True,True,True,True
459,2167.82,3,26.74,6,49.97,2,0.01,59.74,154.28,0.01,102.28,296.04,120.11,21519.505307252304,17867.45548325242,34228.739286622564,10,True,True,True,True
458,1708.77,9,14.73,5,29.65,2,0.01,143.53,162.37,0.01,124.81,219.24,48.44,14888.40979775127,17453.913650258157,33837.981903211556,6,True,True,True,True
457,1284.43,5,13.94,11,84.93,2,0.01,113.56,169.07,0.01,47.49,196.28,46.51,36942.48200026361,18231.371980898835,34939.920479664725,6,True,True,True,True
461,2125.13,9,10.29,7,68.52,2,0.01,132.51,258.65,0.01,95.52,287.32,43.87,25704.403742682876,17514.761675334386,33724.18201442814,6,True,True,True,True
462,2179.26,2,30.83,6,122.54,1,0.01,114.68,265.01,0.01,105.04,286.01,146.36,49515.440414390054,21018.679584531514,38494.89630643783,5,True,True,True,True
463,2239.34,5,24.37,5,120.22,1,0.01,32.82,272.59,0.01,89.81,196.69,134.79,32478.8816286206,17710.944186452893,33998.184282171336,8,True,True,True,True
425,759.83,2,15.17,3,96.47,2,0.01,115.48,221.66,0.01,116.97,106.46,65.78,50812.86973403457,83307.6038627231,119509.87530783794,5,True,True,True,True
465,2206.08,4,47.39,3,63.96,2,0.01,97.12,116.2,0.01,121.38,93.7,58.04,17349.46223324053,17371.72332571287,33965.15171805962,8,True,True,True,True
468,2030.15,6,31.05,11,26.65,1,0.01,25.77,291.27,0.01,82.16,90.48,88.84,13458.124332859608,17716.411163444478,34237.36859415522,5,True,True,True,True
464,1594.57,5,62.3,7,38.23,1,0.01,145.44,262.25,0.01,56.56,220.82,103.99,46403.79416134481,18797.516165117693,35618.64626088505,7,True,True,True,True
467,1552.95,11,52.45,8,62.32,2,0.01,120.38,158.49,0.01,34.66,295.46,55.42,46292.54787633508,17491.19567832205,33895.496193667794,7,True,True,True,True
460,632.59,10,44.75,11,73.4,1,0.01,40.0,95.66,0.01,129.4,219.63,112.57,82566.75525105711,17637.199395621323,34202.33547732634,5,True,True,True,True
469,1509.14,5,21.72,12,43.74,2,0.01,140.04,173.86,0.01,42.07,162.41,35.83,20623.426239508306,18173.67903495995,34967.207933027785,5,True,True,True,True
466,928.19,8,40.52,5,105.44,1,0.01,80.0,55.4,0.01,149.89,221.87,94.17,76016.06845978432,18277.156235720413,35257.25103970078,6,True,True,True,True
473,1987.43,6,29.61,6,47.61,2,0.01,41.22,95.9,0.01,42.17,133.96,103.29,11720.516902893329,16953.30548985439,33278.85754432473,7,True,True,True,True
474,2036.44,5,48.51,6,59.38,2,0.01,87.0,275.8,0.01,105.07,119.49,93.85,27411.82231227524,18021.134174076968,34571.844308728054,6,True,True,True,True
470,1430.29,7,19.63,3,50.3,1,0.01,61.23,202.38,0.01,135.87,240.24,58.91,28409.282379850876,18719.077532727242,35636.64999248451,8,True,True,True,True
472,1570.33,5,51.7,7,24.47,2,0.01,61.82,283.3,0.01,126.26,202.13,81.91,31866.27139995998,18219.02912467025,34669.28564548159,9,True,True,True,True
477,2111.51,3,39.63,9,79.31,1,0.01,50.21,88.81,0.01,66.7,50.0,50.62,10808.62508045766,17181.89194751631,33791.56367763519,7,True,True,True,True
478,1395.39,8,23.49,5,43.11,1,0.01,111.56,261.36,0.01,44.1,73.98,119.09,19012.35266766186,18046.419048580905,34802.72841645868,5,True,True,True,True
479,1064.56,11,24.62,8,121.11,1,0.01,41.45,143.37,0.01,147.52,60.17,148.83,31281.78437287476,17164.84267157442,33567.0525347288,8,True,True,True,True
471,1317.08,12,16.73,2,118.21,1,0.01,110.3,257.74,0.01,68.51,254.31,138.36,63619.64412947027,21555.31872421637,38963.86127225276,10,True,True,True,True
481,2159.79,6,24.53,9,105.95,1,0.01,53.48,180.37,0.01,35.95,83.73,72.77,15450.799863187223,17204.684646501886,33702.06677802817,6,True,True,True,True
480,1935.2,2,31.64,8,122.51,2,0.01,84.34,290.17,0.01,146.72,126.68,92.6,34618.25859564121,21592.977068910706,39636.249902210424,6,True,True,True,True
482,1907.59,2,50.28,4,109.7,2,0.01,54.42,175.43,0.01,69.15,237.49,55.88,45034.849519092466,19025.920756041614,35964.69732769075,7,True,True,True,True
475,705.3,5,15.28,9,116.76,2,0.01,71.2,190.38,0.01,145.68,238.81,59.65,109257.49764266692,19987.21345222502,37390.171892479026,5,True,True,True,True
476,670.09,6,61.85,6,37.79,1,0.01,129.96,90.71,0.01,79.88,163.31,89.97,65431.55420828393,18802.57135833925,35800.42053270041,5,True,True,True,True
485,1572.86,3,40.01,6,81.58,1,0.01,126.0,113.5,0.01,64.15,140.26,116.78,30279.047562473956,18761.416751080535,35882.2608482458,5,True,True,True,True
486,2040.95,5,11.06,12,100.38,1,0.01,138.79,148.65,0.01,41.5,106.36,47.7,15714.62025281828,17455.183332621855,33999.30457551715,8,True,True,True,True
487,1535.31,5,56.11,4,62.83,1,0.01,96.95,249.49,0.01,137.33,128.44,73.0,40532.34122941294,18360.169238940995,35123.43843902415,5,True,True,True,True
489,1737.27,8,44.2,11,58.99,2,0.01,81.23,64.04,0.01,51.11,235.44,79.63,26114.120645009254,16871.656257277078,32996.94437293926,6,True,True,True,True
483,796.93,4,34.43,5,70.94,1,0.01,138.51,55.16,0.01,103.64,107.17,38.55,42779.94162133936,18975.80126635725,36207.475496878804,5,True,True,True,True
484,701.27,10,55.94,12,43.87,2,0.01,141.55,61.67,0.01,26.11,237.88,110.98,67455.89888569608,17636.39173100258,34027.507476901184,5,True,True,True,True
491,1976.37,7,26.29,12,29.53,1,0.01,49.26,252.0,0.01,125.26,278.41,90.67,18442.399896259845,17888.24176928806,34382.440439226986,6,True,True,True,True
492,1659.78,11,39.36,10,61.7,1,0.01,117.11,242.2,0.01,125.14,223.01,138.41,38517.902553427346,17328.626576813105,33371.36572755231,6,True,True,True,True
493,2157.92,10,46.2,10,96.71,1,0.01,54.4,83.33,0.01,39.76,243.13,113.52,31252.69637931243,17183.780183172796,33545.90318202801,6,True,True,True,True
494,2212.21,8,50.63,10,80.59,1,0.01,136.67,171.18,0.01,75.88,137.15,88.72,27240.24674940607,17173.39262687452,33511.934728849374,6,True,True,True,True
496,2267.06,9,25.73,5,123.73,1,0.01,92.82,203.81,0.01,44.2,156.84,98.27,27071.435756982683,17330.560567405686,33728.38380648607,5,True,True,True,True
490,1132.99,6,52.19,5,40.11,2,0.01,88.05,236.89,0.01,133.1,192.1,131.14,48689.70432320262,18665.130773519348,35466.22217918965,5,True,True,True,True
495,1705.5,10,43.75,11,81.55,2,0.01,24.95,169.19,0.01,134.49,237.82,128.87,38159.55253736869,17246.96328714129,33456.634914792856,7,True,True,True,True
499,2295.27,4,20.74,7,29.8,1,0.01,116.31,191.07,0.01,79.81,182.57,29.98,11496.380318830732,17733.779033391864,34196.45759659259,5,True,True,True,True
498,1999.37,7,10.02,12,80.52,1,0.01,77.58,65.21,0.01,75.07,117.83,137.08,13272.393071068727,17033.662714700815,33432.38471537711,10,True,True,True,True
501,2393.57,6,31.99,9,78.73,2,0.01,33.23,256.88,0.01,115.42,163.84,131.04,22135.294823648,17436.147981682243,33667.91631993939,5,True,True,True,True
500,1620.14,6,43.88,11,63.17,1,0.01,63.38,246.13,0.01,55.2,159.42,137.02,32816.47402363313,17882.96929141331,34346.10652587887,5,True,True,True,True
503,1340.89,9,47.03,4,74.02,1,0.01,127.96,140.05,0.01,102.18,141.0,104.83,39556.99256667057,17664.775665444944,34298.1099969092,5,True,True,True,True
